flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf,qc_nominal,qc_gnss_chain,qc_non_gnss_fault,coarse_family,coarse_pred,coarse_conf,held_out_subtype
f20260909216_gps_degrade,gps_degrade,off_then_ok,0.9999993441718957,1.009656632080674e-18,6.126069495862384e-07,4.322115458214142e-08,nominal,0.9999993441718957,0.9999993441718957,6.12606949587248e-07,4.322115458214142e-08,gnss_chain,nominal,0.9999993441718957,off_then_ok
f20260909218_gps_degrade,gps_degrade,off_then_ok,0.9999891678256922,3.70438552508092e-18,1.0694060482665467e-05,1.3811382510496018e-07,nominal,0.9999891678256922,0.9999891678256922,1.0694060482669172e-05,1.3811382510496018e-07,gnss_chain,nominal,0.9999891678256922,off_then_ok
f20260909219_gps_degrade,gps_degrade,off_then_ok,0.9999997085150831,2.7016596781716628e-18,2.642747487638429e-07,2.721016814341048e-08,nominal,0.9999997085150831,0.9999997085150831,2.642747487665446e-07,2.721016814341048e-08,gnss_chain,nominal,0.9999997085150831,off_then_ok
f20260909220_gps_degrade,gps_degrade,off_then_ok,0.9999937944471179,1.4782246006144219e-16,6.125653604803411e-06,7.98992771583439e-08,nominal,0.9999937944471179,0.9999937944471179,6.1256536049512336e-06,7.98992771583439e-08,gnss_chain,nominal,0.9999937944471179,off_then_ok
f20260909224_gps_degrade,gps_degrade,off_then_ok,0.9999991857749653,1.9042709604343522e-18,7.763241527944296e-07,3.790088197254932e-08,nominal,0.9999991857749653,0.9999991857749653,7.763241527963338e-07,3.790088197254932e-08,gnss_chain,nominal,0.9999991857749653,off_then_ok
f20260909225_gps_degrade,gps_degrade,off_then_ok,0.9999988684637454,2.6545691958689934e-18,1.086954840385073e-06,4.4581414317017506e-08,nominal,0.9999988684637454,0.9999988684637454,1.0869548403877276e-06,4.4581414317017506e-08,gnss_chain,nominal,0.9999988684637454,off_then_ok
f20260909229_gps_degrade,gps_degrade,off_then_ok,0.9999997267556117,1.947584693163423e-18,2.4484951932336475e-07,2.8394869100419444e-08,nominal,0.9999997267556117,0.9999997267556117,2.4484951932531235e-07,2.8394869100419444e-08,gnss_chain,nominal,0.9999997267556117,off_then_ok
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.9999983116823681,5.334631782542719e-18,1.6489439244045257e-06,3.937370758662835e-08,nominal,0.9999983116823681,0.9999983116823681,1.6489439244098603e-06,3.937370758662835e-08,gnss_chain,nominal,0.9999983116823681,off_then_ok
f20260909232_gps_degrade,gps_degrade,off_then_ok,0.9999990783467415,8.240566060863875e-19,8.930472198075007e-07,2.8606038619419197e-08,nominal,0.9999990783467415,0.9999990783467415,8.930472198083247e-07,2.8606038619419197e-08,gnss_chain,nominal,0.9999990783467415,off_then_ok
f20260909233_gps_degrade,gps_degrade,off_then_ok,0.9999989447294696,6.551246967428847e-17,1.0257890755575335e-06,2.9481454776261333e-08,nominal,0.9999989447294696,0.9999989447294696,1.025789075623046e-06,2.9481454776261333e-08,gnss_chain,nominal,0.9999989447294696,off_then_ok
f20260909234_gps_degrade,gps_degrade,off_then_ok,0.9999990116362935,4.488441149319487e-17,9.473948533209795e-07,4.096885323766422e-08,nominal,0.9999990116362935,0.9999990116362935,9.473948533658639e-07,4.096885323766422e-08,gnss_chain,nominal,0.9999990116362935,off_then_ok
f20260909236_gps_degrade,gps_degrade,off_then_ok,0.9999993086311415,3.7498852806322365e-18,6.548375788352864e-07,3.6531279724429e-08,nominal,0.9999993086311415,0.9999993086311415,6.548375788390363e-07,3.6531279724429e-08,gnss_chain,nominal,0.9999993086311415,off_then_ok
f20260909237_gps_degrade,gps_degrade,off_then_ok,0.999659669934434,4.568731394217245e-19,0.0003402397821159088,9.028345002165902e-08,nominal,0.999659669934434,0.999659669934434,0.00034023978211590925,9.028345002165902e-08,gnss_chain,nominal,0.999659669934434,off_then_ok
f20260909240_gps_degrade,gps_degrade,off_then_ok,0.9999957350595762,6.50643082841886e-18,4.21422061498336e-06,5.0719808815579363e-08,nominal,0.9999957350595762,0.9999957350595762,4.214220614989866e-06,5.0719808815579363e-08,gnss_chain,nominal,0.9999957350595762,off_then_ok
f20260909245_gps_degrade,gps_degrade,off_then_ok,0.9999991610218737,1.6497839867597522e-17,8.058643643547393e-07,3.3113762006299766e-08,nominal,0.9999991610218737,0.9999991610218737,8.058643643712372e-07,3.3113762006299766e-08,gnss_chain,nominal,0.9999991610218737,off_then_ok
f20260909247_gps_degrade,gps_degrade,off_then_ok,0.9999996461896985,1.84401589514287e-17,3.2822748902418186e-07,2.558281249863077e-08,nominal,0.9999996461896985,0.9999996461896985,3.2822748904262203e-07,2.558281249863077e-08,gnss_chain,nominal,0.9999996461896985,off_then_ok
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.9999997004928652,7.11742489110834e-19,2.65242883478167e-07,3.426425135226379e-08,nominal,0.9999997004928652,0.9999997004928652,2.652428834788787e-07,3.426425135226379e-08,gnss_chain,nominal,0.9999997004928652,off_then_ok
f20260909254_gps_degrade,gps_degrade,off_then_ok,0.9999865055569103,2.1295391812068208e-17,1.3422550295450636e-05,7.189279435463029e-08,nominal,0.9999865055569103,0.9999865055569103,1.3422550295471932e-05,7.189279435463029e-08,gnss_chain,nominal,0.9999865055569103,off_then_ok
f20260909255_gps_degrade,gps_degrade,off_then_ok,0.9999993841463557,1.4032239205946867e-18,5.841647153611513e-07,3.168892888847781e-08,nominal,0.9999993841463557,0.9999993841463557,5.841647153625545e-07,3.168892888847781e-08,gnss_chain,nominal,0.9999993841463557,off_then_ok
f20260909259_gps_degrade,gps_degrade,off_then_ok,0.9999963044550565,4.958553646879593e-18,3.662800423283206e-06,3.274452017007621e-08,nominal,0.9999963044550565,0.9999963044550565,3.6628004232881647e-06,3.274452017007621e-08,gnss_chain,nominal,0.9999963044550565,off_then_ok
