coverage,risk,rep,model
0.4875,0.17948717948717952,3,xgb
0.5,0.17500000000000004,3,xgb
0.5125,0.19512195121951215,3,xgb
0.525,0.19047619047619047,3,xgb
0.5375,0.18604651162790697,3,xgb
0.55,0.18181818181818177,3,xgb
0.5625,0.1777777777777778,3,xgb
0.575,0.19565217391304346,3,xgb
0.5875,0.21276595744680848,3,xgb
0.6,0.20833333333333337,3,xgb
0.6125,0.20408163265306123,3,xgb
0.625,0.19999999999999996,3,xgb
0.6375,0.21568627450980393,3,xgb
0.65,0.21153846153846156,3,xgb
0.6625,0.2075471698113207,3,xgb
0.675,0.2222222222222222,3,xgb
0.6875,0.23636363636363633,3,xgb
0.7,0.25,3,xgb
0.7125,0.26315789473684215,3,xgb
0.725,0.27586206896551724,3,xgb
0.7375,0.27118644067796616,3,xgb
0.75,0.2666666666666667,3,xgb
0.7625,0.2786885245901639,3,xgb
0.775,0.27419354838709675,3,xgb
0.7875,0.2857142857142857,3,xgb
0.8,0.28125,3,xgb
0.8125,0.27692307692307694,3,xgb
0.825,0.28787878787878785,3,xgb
0.8375,0.28358208955223885,3,xgb
0.85,0.27941176470588236,3,xgb
0.8625,0.28985507246376807,3,xgb
0.875,0.30000000000000004,3,xgb
0.8875,0.3098591549295775,3,xgb
0.9,0.3194444444444444,3,xgb
0.9125,0.3287671232876712,3,xgb
0.925,0.33783783783783783,3,xgb
0.9375,0.33333333333333337,3,xgb
0.95,0.32894736842105265,3,xgb
0.9625,0.3246753246753247,3,xgb
0.975,0.33333333333333337,3,xgb
0.9875,0.3417721518987342,3,xgb
1.0,0.3375,3,xgb
0.0125,0.0,3,logreg
0.025,0.0,3,logreg
0.0375,0.0,3,logreg
0.05,0.0,3,logreg
0.0625,0.0,3,logreg
0.075,0.0,3,logreg
0.0875,0.0,3,logreg
0.1,0.0,3,logreg
0.1125,0.0,3,logreg
0.125,0.0,3,logreg
0.1375,0.0,3,logreg
0.15,0.0,3,logreg
0.1625,0.0,3,logreg
0.175,0.0,3,logreg
0.1875,0.0,3,logreg
0.2,0.0,3,logreg
0.2125,0.0,3,logreg
0.225,0.0,3,logreg
0.2375,0.0,3,logreg
0.25,0.0,3,logreg
0.2625,0.0,3,logreg
0.275,0.0,3,logreg
0.2875,0.0,3,logreg
0.3,0.0,3,logreg
0.3125,0.0,3,logreg
0.325,0.038461538461538436,3,logreg
0.3375,0.03703703703703709,3,logreg
0.35,0.0714285714285714,3,logreg
0.3625,0.06896551724137934,3,logreg
0.375,0.09999999999999998,3,logreg
0.3875,0.12903225806451613,3,logreg
0.4,0.15625,3,logreg
0.4125,0.1515151515151515,3,logreg
0.425,0.1470588235294118,3,logreg
0.4375,0.17142857142857137,3,logreg
0.45,0.16666666666666663,3,logreg
0.4625,0.16216216216216217,3,logreg
0.475,0.1578947368421053,3,logreg
0.4875,0.15384615384615385,3,logreg
0.5,0.17500000000000004,3,logreg
0.5125,0.19512195121951215,3,logreg
0.525,0.2142857142857143,3,logreg
0.5375,0.2093023255813954,3,logreg
0.55,0.2272727272727273,3,logreg
0.5625,0.24444444444444446,3,logreg
0.575,0.26086956521739135,3,logreg
0.5875,0.25531914893617025,3,logreg
0.6,0.25,3,logreg
0.6125,0.26530612244897955,3,logreg
0.625,0.28,3,logreg
0.6375,0.2941176470588235,3,logreg
0.65,0.3076923076923077,3,logreg
0.6625,0.3207547169811321,3,logreg
0.675,0.31481481481481477,3,logreg
0.6875,0.32727272727272727,3,logreg
0.7,0.3214285714285714,3,logreg
0.7125,0.33333333333333337,3,logreg
0.725,0.3448275862068966,3,logreg
0.7375,0.3389830508474576,3,logreg
0.75,0.35,3,logreg
0.7625,0.34426229508196726,3,logreg
0.775,0.33870967741935487,3,logreg
0.7875,0.3492063492063492,3,logreg
0.8,0.34375,3,logreg
0.8125,0.3384615384615385,3,logreg
0.825,0.3484848484848485,3,logreg
0.8375,0.35820895522388063,3,logreg
0.85,0.36764705882352944,3,logreg
0.8625,0.37681159420289856,3,logreg
0.875,0.3857142857142857,3,logreg
0.8875,0.3802816901408451,3,logreg
0.9,0.375,3,logreg
0.9125,0.36986301369863017,3,logreg
0.925,0.3783783783783784,3,logreg
0.9375,0.3866666666666667,3,logreg
0.95,0.381578947368421,3,logreg
0.9625,0.38961038961038963,3,logreg
0.975,0.39743589743589747,3,logreg
0.9875,0.40506329113924056,3,logreg
1.0,0.4125,3,logreg
0.0125,0.0,4,xgb
0.025,0.0,4,xgb
0.0375,0.0,4,xgb
0.05,0.0,4,xgb
0.0625,0.0,4,xgb
0.075,0.0,4,xgb
0.0875,0.0,4,xgb
0.1,0.0,4,xgb
0.1125,0.0,4,xgb
0.125,0.0,4,xgb
0.1375,0.0,4,xgb
0.15,0.0,4,xgb
0.1625,0.07692307692307687,4,xgb
0.175,0.0714285714285714,4,xgb
0.1875,0.06666666666666665,4,xgb
0.2,0.0625,4,xgb
0.2125,0.05882352941176472,4,xgb
0.225,0.05555555555555558,4,xgb
0.2375,0.10526315789473684,4,xgb
0.25,0.09999999999999998,4,xgb
0.2625,0.09523809523809523,4,xgb
0.275,0.09090909090909094,4,xgb
0.2875,0.08695652173913049,4,xgb
0.3,0.125,4,xgb
0.3125,0.12,4,xgb
0.325,0.11538461538461542,4,xgb
0.3375,0.14814814814814814,4,xgb
0.35,0.1785714285714286,4,xgb
0.3625,0.2068965517241379,4,xgb
0.375,0.19999999999999996,4,xgb
0.3875,0.22580645161290325,4,xgb
0.4,0.21875,4,xgb
0.4125,0.21212121212121215,4,xgb
0.425,0.23529411764705888,4,xgb
0.4375,0.22857142857142854,4,xgb
0.45,0.2222222222222222,4,xgb
0.4625,0.21621621621621623,4,xgb
0.475,0.23684210526315785,4,xgb
0.4875,0.23076923076923073,4,xgb
0.5,0.22499999999999998,4,xgb
0.5125,0.2195121951219512,4,xgb
0.525,0.23809523809523814,4,xgb
0.5375,0.2325581395348837,4,xgb
0.55,0.2272727272727273,4,xgb
0.5625,0.2222222222222222,4,xgb
0.575,0.21739130434782605,4,xgb
0.5875,0.23404255319148937,4,xgb
0.6,0.22916666666666663,4,xgb
0.6125,0.24489795918367352,4,xgb
0.625,0.24,4,xgb
0.6375,0.23529411764705888,4,xgb
0.65,0.23076923076923073,4,xgb
0.6625,0.2264150943396226,4,xgb
0.675,0.2222222222222222,4,xgb
0.6875,0.21818181818181814,4,xgb
0.7,0.2142857142857143,4,xgb
0.7125,0.21052631578947367,4,xgb
0.725,0.2068965517241379,4,xgb
0.7375,0.22033898305084743,4,xgb
0.75,0.23333333333333328,4,xgb
0.7625,0.24590163934426235,4,xgb
0.775,0.24193548387096775,4,xgb
0.7875,0.25396825396825395,4,xgb
0.8,0.265625,4,xgb
0.8125,0.27692307692307694,4,xgb
0.825,0.28787878787878785,4,xgb
0.8375,0.28358208955223885,4,xgb
0.85,0.27941176470588236,4,xgb
0.8625,0.2753623188405797,4,xgb
0.875,0.2857142857142857,4,xgb
0.8875,0.295774647887324,4,xgb
0.9,0.3055555555555556,4,xgb
0.9125,0.31506849315068497,4,xgb
0.925,0.31081081081081086,4,xgb
0.9375,0.31999999999999995,4,xgb
0.95,0.3157894736842105,4,xgb
0.9625,0.3246753246753247,4,xgb
0.975,0.33333333333333337,4,xgb
0.9875,0.3291139240506329,4,xgb
1.0,0.3375,4,xgb
0.0125,0.0,4,logreg
0.025,0.0,4,logreg
0.0375,0.0,4,logreg
0.05,0.0,4,logreg
0.0625,0.0,4,logreg
0.075,0.0,4,logreg
0.0875,0.0,4,logreg
0.1,0.125,4,logreg
0.1125,0.2222222222222222,4,logreg
0.125,0.19999999999999996,4,logreg
0.1375,0.18181818181818177,4,logreg
0.15,0.16666666666666663,4,logreg
0.1625,0.15384615384615385,4,logreg
0.175,0.1428571428571429,4,logreg
0.1875,0.1333333333333333,4,logreg
0.2,0.125,4,logreg
0.2125,0.17647058823529416,4,logreg
0.225,0.16666666666666663,4,logreg
0.2375,0.1578947368421053,4,logreg
0.25,0.15000000000000002,4,logreg
0.2625,0.1428571428571429,4,logreg
0.275,0.13636363636363635,4,logreg
0.2875,0.17391304347826086,4,logreg
0.3,0.16666666666666663,4,logreg
0.3125,0.16000000000000003,4,logreg
0.325,0.15384615384615385,4,logreg
0.3375,0.14814814814814814,4,logreg
0.35,0.1428571428571429,4,logreg
0.3625,0.13793103448275867,4,logreg
0.375,0.16666666666666663,4,logreg
0.3875,0.16129032258064513,4,logreg
0.4,0.15625,4,logreg
0.4125,0.1515151515151515,4,logreg
0.425,0.1470588235294118,4,logreg
0.4375,0.1428571428571429,4,logreg
0.45,0.16666666666666663,4,logreg
