flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf
f20260909104_spoof,0.3521629561470189,0.6429439191405648,0.001344434876827777,0.0035486898355884967,spoof,jump,spoof,0.6429439191405648
f20260909106_spoof,0.370756429108883,0.6229297474679945,0.0019340582529115125,0.004379765170210904,spoof,drift_coherent,spoof,0.6229297474679945
f20260909110_spoof,0.028543371533905747,0.9604775032710985,0.005768813683323039,0.0052103115116726925,spoof,drift_incoherent,spoof,0.9604775032710985
f20260909112_spoof,0.36860698079545995,0.623445844037868,0.0020251038588258185,0.005922071307846429,spoof,drift_coherent,spoof,0.623445844037868
f20260909113_spoof,0.11687508749566769,0.8670057307915205,0.006655184679690616,0.009463997033121238,spoof,drift_coherent,spoof,0.8670057307915205
f20260909114_spoof,0.47717297225415334,0.5080403356670368,0.0011183579843819925,0.013668334094427935,spoof,jump,spoof,0.5080403356670368
f20260909115_spoof,0.47099352888437673,0.5204927776978759,0.002211045466688222,0.0063026479510591635,spoof,jump,spoof,0.5204927776978759
f20260909117_spoof,0.18008815604259557,0.8103339940824169,0.0021337575165263785,0.007444092358461011,spoof,drift_coherent,spoof,0.8103339940824169
f20260909119_spoof,0.04722002032416794,0.9367092854890927,0.011464244522241027,0.004606449664498276,spoof,drift_incoherent,spoof,0.9367092854890927
f20260909120_spoof,0.35933537109790553,0.6297261041212169,0.00689913492633152,0.0040393898545459436,spoof,drift_coherent,spoof,0.6297261041212169
f20260909127_spoof,0.4141937565803863,0.5705980757011719,0.005316804809007353,0.009891362909434263,spoof,drift_coherent,spoof,0.5705980757011719
f20260909130_spoof,0.28170064483089574,0.7151133882099867,0.0014162590505754896,0.0017697079085420488,spoof,jump,spoof,0.7151133882099867
f20260909140_spoof,0.5221263161258016,0.472218623913091,0.0008549285567581152,0.004800131404349175,spoof,jump,nominal,0.5221263161258016
f20260909142_spoof,0.5971332228010238,0.39298662288067965,0.00357209426430328,0.006308060053993387,spoof,jump,nominal,0.5971332228010238
f20260909145_spoof,0.44728461952911686,0.5434602474418204,0.0030586222399616365,0.0061965107891009796,spoof,jump,spoof,0.5434602474418204
f20260909150_spoof,0.11938914051897287,0.8473842771684295,0.03030859140287266,0.002917990909724965,spoof,drift_incoherent,spoof,0.8473842771684295
f20260909153_spoof,0.6938981888130923,0.29683923817008573,0.0024980047080340917,0.006764568308787904,spoof,drift_incoherent,nominal,0.6938981888130923
f20260909157_spoof,0.2547740977615803,0.7412352319154997,0.002064533146915511,0.0019261371760045873,spoof,drift_incoherent,spoof,0.7412352319154997
f20260909202_gps_degrade,0.13762215229436914,0.2452076421986709,0.6106531175044857,0.0065170880024744,gps_degrade,stuck_then_ok,gps_degrade,0.6106531175044857
f20260909203_gps_degrade,0.5410492820607404,0.45053589364641766,0.004156056953150021,0.00425876733969212,gps_degrade,stuck_then_ok,nominal,0.5410492820607404
f20260909212_gps_degrade,0.00048466494211424485,0.23249231965067,0.7640918829507249,0.0029311324564906894,gps_degrade,stuck_then_ok,gps_degrade,0.7640918829507249
f20260909216_gps_degrade,0.0010155992113958612,0.3621836302384847,0.6318497161786313,0.0049510543714882905,gps_degrade,stuck_then_ok,gps_degrade,0.6318497161786313
f20260909217_gps_degrade,0.0001913576103494967,0.37447323075694183,0.6228811210724515,0.0024542905602571398,gps_degrade,off_then_ok,gps_degrade,0.6228811210724515
f20260909218_gps_degrade,0.419961870993477,0.012776608861312362,0.5202561339368504,0.047005386208360214,gps_degrade,stuck_then_ok,gps_degrade,0.5202561339368504
f20260909220_gps_degrade,0.00025222208864938484,0.2702591747346104,0.7272119385351901,0.002276664641550053,gps_degrade,off_then_ok,gps_degrade,0.7272119385351901
f20260909222_gps_degrade,0.0030330475670129,0.2243209501571352,0.7623805849858538,0.01026541728999808,gps_degrade,stuck_then_ok,gps_degrade,0.7623805849858538
f20260909224_gps_degrade,0.005924058502634222,0.2506354171454016,0.7398518409637618,0.003588683388202297,gps_degrade,off_then_ok,gps_degrade,0.7398518409637618
f20260909225_gps_degrade,0.046919169933522485,0.23523785858224067,0.714353343860776,0.0034896276234609312,gps_degrade,stuck_then_ok,gps_degrade,0.714353343860776
f20260909228_gps_degrade,0.0021452036305930717,0.41416092687819656,0.5813393801812734,0.0023544893099370005,gps_degrade,stuck_then_ok,gps_degrade,0.5813393801812734
f20260909230_gps_degrade,0.00025211198629988943,0.300884835332889,0.6961031002101393,0.002759952470671804,gps_degrade,off_then_ok,gps_degrade,0.6961031002101393
f20260909231_gps_degrade,0.005126536775929685,0.018807125946279413,0.944833642851161,0.03123269442662982,gps_degrade,stuck_then_ok,gps_degrade,0.944833642851161
f20260909235_gps_degrade,0.4725621826476128,0.4466065693758925,0.04559649996021321,0.03523474801628159,gps_degrade,stuck_then_ok,nominal,0.4725621826476128
f20260909237_gps_degrade,0.000834282537626201,0.40367996684258733,0.5939245926294711,0.0015611579903154272,gps_degrade,stuck_then_ok,gps_degrade,0.5939245926294711
f20260909244_gps_degrade,0.0001584273659646614,0.26799680674894083,0.7279236794129428,0.00392108647215178,gps_degrade,off_then_ok,gps_degrade,0.7279236794129428
f20260909245_gps_degrade,0.028140221958816707,0.3685795162524782,0.6002408809168293,0.0030393808718760036,gps_degrade,off_then_ok,gps_degrade,0.6002408809168293
f20260909251_gps_degrade,0.002532506535440156,0.2688871465001752,0.7166162610694208,0.011964085894963948,gps_degrade,stuck_then_ok,gps_degrade,0.7166162610694208
f20260909253_gps_degrade,0.001780872616551497,0.23777255076440765,0.7581798539620579,0.002266722656983106,gps_degrade,off_then_ok,gps_degrade,0.7581798539620579
f20260909257_gps_degrade,0.002294012231039661,0.3540404981410094,0.6410269226123619,0.0026385670155890696,gps_degrade,off_then_ok,gps_degrade,0.6410269226123619
f20260909302_sensor_fault,0.6342955941130312,0.3534924618137318,0.0016673392750240726,0.010544604798212957,sensor_fault,baro_stuck,nominal,0.6342955941130312
f20260909303_sensor_fault,0.0011639012217817461,0.2802134101257204,0.0011672104083406778,0.7174554782441573,sensor_fault,baro_stuck,sensor_fault,0.7174554782441573
f20260909310_sensor_fault,0.3953519818693553,0.11202491795305906,0.0020661358397123055,0.49055696433787344,sensor_fault,mag_stuck,sensor_fault,0.49055696433787344
f20260909313_sensor_fault,0.8822857014203148,0.07558099807943332,0.002245867773908107,0.03988743272634385,sensor_fault,mag_stuck,nominal,0.8822857014203148
f20260909317_sensor_fault,0.0026608609222841034,0.07193258624861978,0.000607194250226024,0.9247993585788701,sensor_fault,mag_stuck,sensor_fault,0.9247993585788701
f20260909318_sensor_fault,0.0013669438149501152,0.3334036865290791,0.001214421115420017,0.6640149485405507,sensor_fault,mag_stuck,sensor_fault,0.6640149485405507
f20260909323_sensor_fault,0.21193696656282032,0.06300093464237225,0.0004732238262294348,0.7245888749685778,sensor_fault,mag_stuck,sensor_fault,0.7245888749685778
f20260909326_sensor_fault,0.09380770296445017,0.20748251557977385,0.0008131847430260344,0.69789659671275,sensor_fault,baro_stuck,sensor_fault,0.69789659671275
f20260909328_sensor_fault,0.05388955658587191,0.261700807417366,0.0007137230618419029,0.6836959129349202,sensor_fault,mag_stuck,sensor_fault,0.6836959129349202
f20260909329_sensor_fault,0.5791490296881567,0.3671926873247807,0.0017519146959014487,0.05190636829116107,sensor_fault,mag_stuck,nominal,0.5791490296881567
f20260909330_sensor_fault,0.5649507099820249,0.42409009320913077,0.0014989902168574983,0.009460206591986873,sensor_fault,mag_stuck,nominal,0.5649507099820249
f20260909332_sensor_fault,0.020834423140193244,0.3461035414846852,0.0005872924715622037,0.6324747429035594,sensor_fault,baro_stuck,sensor_fault,0.6324747429035594
f20260909337_sensor_fault,0.0038282072678722293,0.25806582444734094,0.00048519099790820977,0.7376207772868786,sensor_fault,baro_stuck,sensor_fault,0.7376207772868786
f20260909338_sensor_fault,0.39884260215322787,0.5692382208333026,0.0014361608938095265,0.030483016119659992,sensor_fault,mag_stuck,spoof,0.5692382208333026
f20260909345_sensor_fault,0.0010618200700749129,0.15495704049234924,0.0009081827478429624,0.8430729566897328,sensor_fault,mag_stuck,sensor_fault,0.8430729566897328
f20260909349_sensor_fault,0.038957048357141304,0.03193172205325296,0.0007943025961337603,0.928316926993472,sensor_fault,mag_stuck,sensor_fault,0.928316926993472
f20260909354_sensor_fault,0.008277333108878128,0.31535128833089504,0.0010003586620844769,0.6753710198981423,sensor_fault,baro_stuck,sensor_fault,0.6753710198981423
f20260909357_sensor_fault,0.6431443567651309,0.3373517670208531,0.0016645139320030271,0.017839362282013046,sensor_fault,mag_stuck,nominal,0.6431443567651309
f20260909358_sensor_fault,0.0008017461200385902,0.20531068456112903,0.0005008124842928766,0.7933867568345395,sensor_fault,mag_stuck,sensor_fault,0.7933867568345395
f20260909359_sensor_fault,0.5598994764039413,0.4279562557472146,0.0033741172687724837,0.008770150580071478,sensor_fault,mag_stuck,nominal,0.5598994764039413
