flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf,held_out_subtype
f20260909329_sensor_fault,0.5112350930746814,0.4738250301758523,0.006050629725448635,0.008889247024017709,sensor_fault,mag_stuck,nominal,0.5112350930746814,mag_stuck
f20260909330_sensor_fault,0.40384161353546805,0.5794996018455272,0.005742413682821902,0.010916370936182843,sensor_fault,mag_stuck,spoof,0.5794996018455272,mag_stuck
f20260909334_sensor_fault,0.517822663609791,0.46196100279912633,0.008488115217586809,0.011728218373495827,sensor_fault,mag_stuck,nominal,0.517822663609791,mag_stuck
f20260909335_sensor_fault,0.43246068420705147,0.5450225979291329,0.009393140393946394,0.01312357746986927,sensor_fault,mag_stuck,spoof,0.5450225979291329,mag_stuck
f20260909338_sensor_fault,0.6216138108552048,0.36684749739810973,0.005604272770479448,0.0059344189762060235,sensor_fault,mag_stuck,nominal,0.6216138108552048,mag_stuck
f20260909339_sensor_fault,0.5809162037286898,0.386615845629301,0.01785388669329321,0.014614063948715993,sensor_fault,mag_stuck,nominal,0.5809162037286898,mag_stuck
f20260909342_sensor_fault,0.43576005932319034,0.5412874902428844,0.006948199503907683,0.016004250930017734,sensor_fault,mag_stuck,spoof,0.5412874902428844,mag_stuck
f20260909343_sensor_fault,0.6087263657973003,0.3741945469554828,0.008367164432037126,0.008711922815179702,sensor_fault,mag_stuck,nominal,0.6087263657973003,mag_stuck
f20260909344_sensor_fault,0.45301019658512975,0.5191640019600324,0.014057156798910892,0.013768644655926846,sensor_fault,mag_stuck,spoof,0.5191640019600324,mag_stuck
f20260909345_sensor_fault,0.4962541749384803,0.4878626263341644,0.008321079828549465,0.0075621188988057985,sensor_fault,mag_stuck,nominal,0.4962541749384803,mag_stuck
f20260909346_sensor_fault,0.43858411284838605,0.5380004218104751,0.00897809294654952,0.014437372394589414,sensor_fault,mag_stuck,spoof,0.5380004218104751,mag_stuck
f20260909347_sensor_fault,0.3674752687190528,0.6222503495263193,0.005698220356318043,0.004576161398309959,sensor_fault,mag_stuck,spoof,0.6222503495263193,mag_stuck
f20260909348_sensor_fault,0.6259613205574698,0.35361692519795024,0.007191024989079554,0.013230729255500395,sensor_fault,mag_stuck,nominal,0.6259613205574698,mag_stuck
f20260909349_sensor_fault,0.7161326842206168,0.27352314958127233,0.005024024895576821,0.005320141302534041,sensor_fault,mag_stuck,nominal,0.7161326842206168,mag_stuck
f20260909350_sensor_fault,0.37495866934635325,0.6021674557511486,0.006428026766459668,0.01644584813603846,sensor_fault,mag_stuck,spoof,0.6021674557511486,mag_stuck
f20260909351_sensor_fault,0.2749332785278704,0.7032397611253239,0.009665709747419066,0.012161250599386773,sensor_fault,mag_stuck,spoof,0.7032397611253239,mag_stuck
f20260909352_sensor_fault,0.39858594203460096,0.5860514708899909,0.008145961681557344,0.007216625393850686,sensor_fault,mag_stuck,spoof,0.5860514708899909,mag_stuck
f20260909353_sensor_fault,0.8622787295208796,0.12768334788857366,0.006468237670880158,0.0035696849196667304,sensor_fault,mag_stuck,nominal,0.8622787295208796,mag_stuck
f20260909355_sensor_fault,0.4659007451777498,0.5143376649150663,0.008585235363923041,0.011176354543260767,sensor_fault,mag_stuck,spoof,0.5143376649150663,mag_stuck
f20260909357_sensor_fault,0.576036025896622,0.399883469958221,0.008718699217201456,0.015361804927955573,sensor_fault,mag_stuck,nominal,0.576036025896622,mag_stuck
f20260909358_sensor_fault,0.37287505583628905,0.6118355748336975,0.006621650895523306,0.008667718434490192,sensor_fault,mag_stuck,spoof,0.6118355748336975,mag_stuck
f20260909359_sensor_fault,0.6426674734342548,0.33366082310155937,0.012128787742476268,0.011542915721709639,sensor_fault,mag_stuck,nominal,0.6426674734342548,mag_stuck
