flight_id,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,family,subtype,pred,conf
f20260909302_sensor_fault,0.01708304049345773,0.07231651869775703,0.004799516621867244,0.905800924186918,sensor_fault,mag_stuck,sensor_fault,0.905800924186918
f20260909303_sensor_fault,0.00516480523259708,0.2905120722985343,0.0032995688396129925,0.7010235536292556,sensor_fault,baro_stuck,sensor_fault,0.7010235536292556
f20260909310_sensor_fault,0.44448459021431597,0.49705285647428865,0.004314598423593366,0.05414795488780204,sensor_fault,mag_stuck,spoof,0.49705285647428865
f20260909313_sensor_fault,0.5224366530863926,0.4270928548179856,0.004477716423627026,0.04599277567199463,sensor_fault,mag_stuck,nominal,0.5224366530863926
f20260909317_sensor_fault,0.5934998927074026,0.3728834709974492,0.003645798506193717,0.029970837788954423,sensor_fault,baro_stuck,nominal,0.5934998927074026
f20260909318_sensor_fault,0.09359267953095754,0.2751549633412892,0.00414982072737048,0.6271025364003827,sensor_fault,mag_stuck,sensor_fault,0.6271025364003827
f20260909323_sensor_fault,0.015918757829366224,0.3015185379673246,0.00229539634185769,0.6802673078614514,sensor_fault,mag_stuck,sensor_fault,0.6802673078614514
f20260909326_sensor_fault,0.004003069499184885,0.47053642419275366,0.002383486195423068,0.5230770201126385,sensor_fault,mag_stuck,sensor_fault,0.5230770201126385
f20260909328_sensor_fault,0.011494392404150951,0.29928544796604567,0.005221823116623696,0.6839983365131798,sensor_fault,baro_stuck,sensor_fault,0.6839983365131798
f20260909329_sensor_fault,0.041061906741923254,0.210272791809571,0.002414948573974816,0.7462503528745309,sensor_fault,baro_stuck,sensor_fault,0.7462503528745309
f20260909330_sensor_fault,0.5748157567993664,0.34907107408197785,0.0029891030105505907,0.07312406610810519,sensor_fault,mag_stuck,nominal,0.5748157567993664
f20260909332_sensor_fault,0.5142260666791465,0.35178250257025656,0.0038234196802627613,0.13016801107033407,sensor_fault,mag_stuck,nominal,0.5142260666791465
f20260909337_sensor_fault,0.004641273230423382,0.2562203593981266,0.0025395537945408315,0.7365988135769092,sensor_fault,baro_stuck,sensor_fault,0.7365988135769092
f20260909338_sensor_fault,0.48757981466326533,0.20556885798285085,0.0022154386556128766,0.30463588869827096,sensor_fault,mag_stuck,nominal,0.48757981466326533
f20260909345_sensor_fault,0.04945375406981565,0.2308688790584331,0.0027533859708342946,0.716923980900917,sensor_fault,mag_stuck,sensor_fault,0.716923980900917
f20260909349_sensor_fault,0.7302380505270258,0.07774311721757951,0.0037536460594115475,0.1882651861959831,sensor_fault,mag_stuck,nominal,0.7302380505270258
f20260909354_sensor_fault,0.08820998270217262,0.33980186085410075,0.0022867756272390754,0.5697013808164876,sensor_fault,baro_stuck,sensor_fault,0.5697013808164876
f20260909357_sensor_fault,0.04963549562711398,0.2522939306653991,0.002790636413895495,0.6952799372935914,sensor_fault,baro_stuck,sensor_fault,0.6952799372935914
f20260909358_sensor_fault,0.017022832301606606,0.4139117050983889,0.0022974181572167386,0.5667680444427876,sensor_fault,mag_stuck,sensor_fault,0.5667680444427876
f20260909359_sensor_fault,0.006095718939727945,0.0895791499452793,0.0036029423822740393,0.9007221887327187,sensor_fault,mag_stuck,sensor_fault,0.9007221887327187
