flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf
f20260909329_sensor_fault,sensor_fault,baro_stuck,0.06062050098552459,0.19122294121034875,0.005994311220542166,0.7421622465835844,sensor_fault,0.7421622465835844
f20260909330_sensor_fault,sensor_fault,mag_stuck,0.6086521877565901,0.2980688662583852,0.007213143655048523,0.086065802329976,nominal,0.6086521877565901
f20260909332_sensor_fault,sensor_fault,mag_stuck,0.5733057241954351,0.28606139149943344,0.007591274605192345,0.13304160969993908,nominal,0.5733057241954351
f20260909337_sensor_fault,sensor_fault,baro_stuck,0.010610941422766364,0.22716663793006808,0.00586035835942194,0.7563620622877436,sensor_fault,0.7563620622877436
f20260909338_sensor_fault,sensor_fault,mag_stuck,0.20181051164982772,0.2020570399669971,0.006114720516762495,0.5900177278664127,sensor_fault,0.5900177278664127
f20260909345_sensor_fault,sensor_fault,mag_stuck,0.13329313670835752,0.20980811890946688,0.00656372668158221,0.6503350177005933,sensor_fault,0.6503350177005933
f20260909349_sensor_fault,sensor_fault,mag_stuck,0.602919759506213,0.1450475414716403,0.00919642453362866,0.24283627448851808,nominal,0.602919759506213
f20260909354_sensor_fault,sensor_fault,baro_stuck,0.1172831175549088,0.3206993913024499,0.004750139717881991,0.5572673514247594,sensor_fault,0.5572673514247594
f20260909357_sensor_fault,sensor_fault,baro_stuck,0.05062031532045412,0.22335590630258717,0.006709523700899554,0.7193142546760591,sensor_fault,0.7193142546760591
f20260909358_sensor_fault,sensor_fault,mag_stuck,0.02729660112728386,0.37396166211023707,0.0050432727264809575,0.5936984640359981,sensor_fault,0.5936984640359981
f20260909359_sensor_fault,sensor_fault,mag_stuck,0.014903217279480229,0.11174149112102018,0.009193423429067019,0.8641618681704326,sensor_fault,0.8641618681704326
