flight_id,family,subtype,q_nominal,q_spoof,q_gps_degrade,q_sensor_fault,pred,conf
f20260909228_gps_degrade,gps_degrade,stuck_then_ok,0.014902156500544269,0.021869334494646075,0.9567939084815233,0.006434600523286408,gps_degrade,0.9567939084815233
f20260909230_gps_degrade,gps_degrade,stuck_then_ok,7.036498286536073e-05,0.6020389869991124,0.39727639494188116,0.0006142530761410504,spoof,0.6020389869991124
f20260909231_gps_degrade,gps_degrade,off_then_ok,0.004233156374931214,0.0013228605022549582,0.9928164967003836,0.0016274864224300816,gps_degrade,0.9928164967003836
f20260909235_gps_degrade,gps_degrade,stuck_then_ok,3.049288128016548e-05,0.09263839470512956,0.9066895873511078,0.0006415250624825147,gps_degrade,0.9066895873511078
f20260909237_gps_degrade,gps_degrade,off_then_ok,4.7975506634716516e-08,1.3667635176323646e-09,0.9999996233484678,3.273092620554444e-07,gps_degrade,0.9999996233484678
f20260909244_gps_degrade,gps_degrade,stuck_then_ok,0.0024918491083717096,0.9051371979341581,0.08824628766957172,0.004124665287898343,spoof,0.9051371979341581
f20260909245_gps_degrade,gps_degrade,off_then_ok,0.013053102325336755,0.012774918231031671,0.9679465958699603,0.0062253835736711454,gps_degrade,0.9679465958699603
f20260909251_gps_degrade,gps_degrade,stuck_then_ok,2.3898234269158242e-05,0.055002417321891484,0.9320995429888985,0.012874141454940823,gps_degrade,0.9320995429888985
f20260909253_gps_degrade,gps_degrade,off_then_ok,0.08895613924519823,0.02509312480905794,0.8670777556107948,0.018872980334948972,gps_degrade,0.8670777556107948
f20260909257_gps_degrade,gps_degrade,stuck_then_ok,0.008861295032264361,0.39317670973160906,0.5878099352360586,0.010152060000068129,gps_degrade,0.5878099352360586
f20260909302_sensor_fault,sensor_fault,mag_stuck,0.0007166476868135858,0.00011855565006425783,0.00041469239384376335,0.9987501042692783,sensor_fault,0.9987501042692783
f20260909303_sensor_fault,sensor_fault,baro_stuck,0.005765464222448516,0.002577721547147207,0.0017310955643496102,0.9899257186660547,sensor_fault,0.9899257186660547
f20260909310_sensor_fault,sensor_fault,mag_stuck,0.04372081120768857,0.05353979120804882,0.010104139661393377,0.8926352579228692,sensor_fault,0.8926352579228692
f20260909313_sensor_fault,sensor_fault,mag_stuck,0.02784711710309645,0.005080753146842396,0.004203806979582332,0.9628683227704788,sensor_fault,0.9628683227704788
f20260909317_sensor_fault,sensor_fault,baro_stuck,0.14072719986771648,0.030551749434211656,0.011851218305163612,0.8168698323929082,sensor_fault,0.8168698323929082
f20260909318_sensor_fault,sensor_fault,mag_stuck,0.003146949152225212,0.0006254941249623341,0.0009865266592519043,0.9952410300635606,sensor_fault,0.9952410300635606
f20260909323_sensor_fault,sensor_fault,mag_stuck,0.0016075783866909947,0.0033881000642672476,0.000998380406507131,0.9940059411425346,sensor_fault,0.9940059411425346
f20260909326_sensor_fault,sensor_fault,mag_stuck,6.776338946484776e-05,0.017643364968335278,0.00046683255730185764,0.9818220390848981,sensor_fault,0.9818220390848981
f20260909328_sensor_fault,sensor_fault,baro_stuck,0.008560396850326045,0.0013805711457353287,0.0016772839496769802,0.9883817480542616,sensor_fault,0.9883817480542616
f20260909329_sensor_fault,sensor_fault,baro_stuck,0.026963558840202333,0.002099557379780488,0.0034698279133498046,0.9674670558666675,sensor_fault,0.9674670558666675
f20260909330_sensor_fault,sensor_fault,mag_stuck,0.058550056470135586,0.00858117905407722,0.006833051475276891,0.9260357130005104,sensor_fault,0.9260357130005104
f20260909332_sensor_fault,sensor_fault,mag_stuck,0.030848951208176066,0.006598075412905522,0.004363211046782409,0.958189762332136,sensor_fault,0.958189762332136
f20260909337_sensor_fault,sensor_fault,baro_stuck,0.0043590289344754025,0.0016218169413886963,0.0014378409463984007,0.9925813131777376,sensor_fault,0.9925813131777376
f20260909338_sensor_fault,sensor_fault,mag_stuck,0.010614378065316999,0.0017102155338195703,0.002282679535727128,0.9853927268651363,sensor_fault,0.9853927268651363
f20260909345_sensor_fault,sensor_fault,mag_stuck,0.0036059521640769737,0.0007065664364521665,0.0011144675416349108,0.9945730138578359,sensor_fault,0.9945730138578359
f20260909349_sensor_fault,sensor_fault,mag_stuck,0.01112645978706717,0.0031697525648203494,0.002409192646625056,0.9832945950014874,sensor_fault,0.9832945950014874
f20260909354_sensor_fault,sensor_fault,baro_stuck,0.021057510973557233,0.0198410918831756,0.005012592966767311,0.9540888041764999,sensor_fault,0.9540888041764999
f20260909357_sensor_fault,sensor_fault,baro_stuck,0.008344824936858083,0.0033068642403997297,0.002088135163522995,0.9862601756592192,sensor_fault,0.9862601756592192
f20260909358_sensor_fault,sensor_fault,mag_stuck,0.0003262792032913066,0.006821798128904034,0.0007252674251921174,0.9921266552426126,sensor_fault,0.9921266552426126
f20260909359_sensor_fault,sensor_fault,mag_stuck,0.0010624458433366004,0.00014064659618934152,0.0005137186953061856,0.998283188865168,sensor_fault,0.998283188865168
